Over,Sunday,Home,REG,outdoors,grass,Scott Green,non_div_game,Total of  40-50,46-60  degrees,Moderate Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  25+,Total Home Defense Rank of  16-20,Total Away Defense Rank of  25+
Over,Sunday,Home,REG,outdoors,grass,Walt Coleman,div_game,Total of  Under 35,61-72  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  16-20,Total Home Defense Rank of  11-15,Total Away Defense Rank of  21-25
Under,Sunday,Home,REG,outdoors,grass,Bill Vinovich,non_div_game,Total of  35-39,46-60  degrees,No Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  11-15,Total Home Defense Rank of  25+,Total Away Defense Rank of  1-5
Over,Monday,Home,REG,outdoors,fieldturf,Terry McAulay,non_div_game,Total of  40-50,33-45  degrees,No Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  16-20,Total Home Defense Rank of  6-10,Total Away Defense Rank of  1-5
Under,Sunday,Home,REG,dome,fieldturf,Gerry Austin,non_div_game,Total of  40-50,61-72  degrees,No Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  11-15,Total Home Defense Rank of  6-10,Total Away Defense Rank of  25+
Over,Sunday,Home,REG,outdoors,sportturf,Bill Carollo,non_div_game,Total of  Under 35,46-60  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  6-10,negative_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  11-15,Total Home Defense Rank of  16-20,Total Away Defense Rank of  1-5
Over,Sunday,Home,REG,outdoors,astroplay,Scott Green,non_div_game,Total of  35-39,21-32  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  6-10,Total Home Defense Rank of  6-10,Total Away Defense Rank of  21-25
Under,Sunday,Home,REG,outdoors,fieldturf,Tony Corrente,non_div_game,Total of  40-50,61-72  degrees,No Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  6-10,negative_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  11-15,Total Home Defense Rank of  21-25,Total Away Defense Rank of  16-20
Under,Sunday,Home,REG,open,grass,Ed Hochuli,div_game,Total of  Over 55,61-72  degrees,No Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  25+,Total Home Defense Rank of  21-25,Total Away Defense Rank of  16-20
Under,Sunday,Home,REG,outdoors,grass,Bernie Kukar,non_div_game,Total of  Under 35,46-60  degrees,Moderate Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  1-5,Total Home Defense Rank of  11-15,Total Away Defense Rank of  25+
Under,Sunday,Home,REG,dome,fieldturf,Bill Vinovich,non_div_game,Total of  51-55,61-72  degrees,No Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  21-25,Total Home Defense Rank of  1-5,Total Away Defense Rank of  16-20
Over,Sunday,Home,REG,outdoors,grass,Jeff Triplette,non_div_game,Total of  40-50,33-45  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  16-20,Total Home Defense Rank of  6-10,Total Away Defense Rank of  1-5
Under,Sunday,Home,REG,outdoors,grass,Walt Coleman,non_div_game,Total of  40-50,33-45  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  6-10,negative_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  6-10,Total Home Defense Rank of  21-25,Total Away Defense Rank of  6-10
Under,Sunday,Home,REG,outdoors,dessograss,Walt Anderson,non_div_game,Total of  35-39,33-45  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  21-25,Total Home Defense Rank of  16-20,Total Away Defense Rank of  21-25
Over,Sunday,Home,REG,outdoors,grass,Bill Leavy,div_game,Total of  35-39,73-84  degrees,No Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  6-10,Total Home Defense Rank of  1-5,Total Away Defense Rank of  25+
Under,Sunday,Home,REG,outdoors,grass,Terry McAulay,non_div_game,Total of  40-50,46-60  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  25+,Total Home Defense Rank of  11-15,Total Away Defense Rank of  6-10
Under,Sunday,Home,REG,outdoors,grass,Larry Nemmers,div_game,Total of  40-50,33-45  degrees,Strong Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  6-10,negative_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  1-5,Total Home Defense Rank of  25+,Total Away Defense Rank of  1-5
Over,Sunday,Home,REG,outdoors,grass,Mike Carey,non_div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  6-10,Total Home Defense Rank of  25+,Total Away Defense Rank of  11-15
Under,Sunday,Home,REG,outdoors,grass,Ron Winter,div_game,Total of  35-39,46-60  degrees,Moderate Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  25+,Total Home Defense Rank of  11-15,Total Away Defense Rank of  25+
Over,Monday,Home,REG,outdoors,grass,Tom White,non_div_game,Total of  51-55,33-45  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  25+,Total Home Defense Rank of  25+,Total Away Defense Rank of  11-15
Over,Saturday,Home,REG,outdoors,fieldturf,Gerry Austin,non_div_game,Total of  35-39,33-45  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  11-15,Total Home Defense Rank of  1-5,Total Away Defense Rank of  16-20
Over,Saturday,Home,REG,outdoors,grass,Peter Morelli,non_div_game,Total of  35-39,46-60  degrees,No Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  1-5,Total Home Defense Rank of  6-10,Total Away Defense Rank of  25+
Over,Saturday,Home,REG,dome,fieldturf,Larry Nemmers,div_game,Total of  40-50,61-72  degrees,No Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  11-15,Total Home Defense Rank of  11-15,Total Away Defense Rank of  25+
Under,Sunday,Home,REG,outdoors,grass,Bill Vinovich,non_div_game,Total of  Under 35,11-20  degrees,Moderate Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  16-20,Total Home Defense Rank of  16-20,Total Away Defense Rank of  25+
Over,Sunday,Home,REG,outdoors,fieldturf,Bill Carollo,non_div_game,Total of  40-50,11-20  degrees,Moderate Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  6-10,Total Home Defense Rank of  21-25,Total Away Defense Rank of  6-10
Under,Sunday,Home,REG,outdoors,grass,Tom White,non_div_game,Total of  35-39,11-20  degrees,Strong Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  21-25,Total Home Defense Rank of  6-10,Total Away Defense Rank of  11-15
Over,Sunday,Home,REG,dome,fieldturf,Bernie Kukar,div_game,Total of  40-50,61-72  degrees,No Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  6-10,negative_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  25+,Total Home Defense Rank of  25+,Total Away Defense Rank of  21-25
Over,Sunday,Home,REG,outdoors,grass,Tony Corrente,div_game,Total of  51-55,11-20  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  25+,Total Home Defense Rank of  21-25,Total Away Defense Rank of  1-5
Over,Sunday,Home,REG,outdoors,fieldturf,Scott Green,non_div_game,Total of  40-50,33-45  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  21-25,Total Home Defense Rank of  11-15,Total Away Defense Rank of  25+
Under,Sunday,Home,REG,outdoors,grass,Walt Coleman,div_game,Total of  40-50,33-45  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  16-20,Total Home Defense Rank of  1-5,Total Away Defense Rank of  16-20
Under,Sunday,Home,REG,outdoors,grass,Mike Carey,div_game,Total of  40-50,73-84  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  25+,Total Home Defense Rank of  6-10,Total Away Defense Rank of  11-15
Under,Sunday,Home,REG,outdoors,grass,Jeff Triplette,div_game,Total of  40-50,61-72  degrees,Moderate Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  6-10,negative_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  16-20,Total Home Defense Rank of  21-25,Total Away Defense Rank of  16-20
Over,Sunday,Home,REG,outdoors,grass,Ed Hochuli,non_div_game,Total of  35-39,11-20  degrees,Moderate Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  16-20,Total Home Defense Rank of  1-5,Total Away Defense Rank of  1-5
Over,Sunday,Home,REG,outdoors,grass,Bill Leavy,non_div_game,Total of  40-50,46-60  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  21-25,Total Home Defense Rank of  11-15,Total Away Defense Rank of  25+
Under,Sunday,Home,REG,dome,astroturf,Terry McAulay,non_div_game,Total of  40-50,61-72  degrees,No Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  1-5,Total Home Defense Rank of  16-20,Total Away Defense Rank of  6-10
Over,Monday,Home,REG,outdoors,grass,Walt Anderson,div_game,Total of  40-50,46-60  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  6-10,negative_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  21-25,Total Home Defense Rank of  25+,Total Away Defense Rank of  21-25
Over,Friday,Home,REG,dome,fieldturf,Bill Leavy,div_game,Total of  Over 55,61-72  degrees,No Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  25+,Total Home Defense Rank of  6-10,Total Away Defense Rank of  16-20
Over,Saturday,Home,REG,outdoors,grass,Larry Nemmers,div_game,Total of  Over 55,33-45  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  11-15,Total Home Defense Rank of  25+,Total Away Defense Rank of  21-25
Over,Saturday,Home,REG,outdoors,grass,Bill Carollo,non_div_game,Total of  51-55,21-32  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  25+,Total Home Defense Rank of  11-15,Total Away Defense Rank of  25+
Under,Sunday,Home,REG,outdoors,fieldturf,Scott Green,non_div_game,Total of  40-50,21-32  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  6-10,negative_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  6-10,Total Home Defense Rank of  6-10,Total Away Defense Rank of  16-20
Under,Sunday,Home,REG,dome,fieldturf,Terry McAulay,div_game,Total of  35-39,61-72  degrees,No Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  1-5,Total Home Defense Rank of  25+,Total Away Defense Rank of  16-20
Over,Sunday,Home,REG,dome,astroturf,Walt Anderson,non_div_game,Total of  Over 55,61-72  degrees,No Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  21-25,Total Home Defense Rank of  1-5,Total Away Defense Rank of  1-5
Under,Sunday,Home,REG,outdoors,grass,Walt Coleman,div_game,Total of  35-39,33-45  degrees,Moderate Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  16-20,Total Home Defense Rank of  25+,Total Away Defense Rank of  1-5
Under,Sunday,Home,REG,dome,fieldturf,Ron Winter,div_game,Total of  40-50,61-72  degrees,No Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  11-15,Total Home Defense Rank of  11-15,Total Away Defense Rank of  16-20
Under,Sunday,Home,REG,outdoors,dessograss,Jeff Triplette,div_game,Total of  Under 35,21-32  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  1-5,Total Home Defense Rank of  6-10,Total Away Defense Rank of  25+
Under,Sunday,Home,REG,outdoors,fieldturf,Bernie Kukar,div_game,Total of  40-50,21-32  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  21-25,Total Home Defense Rank of  21-25,Total Away Defense Rank of  1-5
Over,Sunday,Home,REG,outdoors,grass,Mike Carey,non_div_game,Total of  40-50,46-60  degrees,Moderate Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  6-10,negative_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  6-10,Total Home Defense Rank of  1-5,Total Away Defense Rank of  16-20
Under,Sunday,Home,REG,outdoors,fieldturf,Bill Vinovich,div_game,Total of  35-39,61-72  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  1-5,Total Home Defense Rank of  25+,Total Away Defense Rank of  6-10
Over,Sunday,Home,REG,outdoors,fieldturf,Tony Corrente,div_game,Total of  40-50,46-60  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  6-10,Total Home Defense Rank of  21-25,Total Away Defense Rank of  25+
Over,Sunday,Home,REG,outdoors,grass,Gerald Austin,div_game,Total of  35-39,46-60  degrees,Moderate Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  6-10,negative_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  16-20,Total Home Defense Rank of  11-15,Total Away Defense Rank of  11-15
Under,Sunday,Home,REG,outdoors,grass,Ed Hochuli,non_div_game,Total of  40-50,46-60  degrees,No Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  1-5,Total Home Defense Rank of  21-25,Total Away Defense Rank of  21-25
Under,Monday,Home,REG,dome,astroturf,Peter Morelli,non_div_game,Total of  40-50,61-72  degrees,No Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  25+,Total Home Defense Rank of  6-10,Total Away Defense Rank of  11-15
Over,Sunday,Home,REG,outdoors,sportturf,Bernie Kukar,non_div_game,Total of  Under 35,33-45  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  1-5,Total Home Defense Rank of  16-20,Total Away Defense Rank of  1-5
Over,Sunday,Home,REG,outdoors,astroplay,Terry McAulay,non_div_game,Total of  Under 35,46-60  degrees,Moderate Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  6-10,negative_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  16-20,Total Home Defense Rank of  6-10,Total Away Defense Rank of  1-5
Under,Sunday,Home,REG,outdoors,grass,Bill Carollo,div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  16-20,Total Home Defense Rank of  11-15,Total Away Defense Rank of  11-15
Over,Sunday,Home,REG,outdoors,grass,Ron Winter,div_game,Total of  Under 35,33-45  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  25+,Total Home Defense Rank of  6-10,Total Away Defense Rank of  25+
Under,Sunday,Home,REG,closed,grass,Gerry Austin,non_div_game,Total of  40-50,61-72  degrees,No Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  6-10,negative_qb_elo,Total Home Offense Rank of  16-20,Total Away Offense Rank of  1-5,Total Home Defense Rank of  11-15,Total Away Defense Rank of  1-5
Under,Sunday,Home,REG,outdoors,grass,Walt Coleman,non_div_game,Total of  35-39,21-32  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  6-10,Total Home Defense Rank of  21-25,Total Away Defense Rank of  6-10
Over,Sunday,Home,REG,outdoors,grass,Tom White,non_div_game,Total of  35-39,33-45  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  16-20,Total Home Defense Rank of  25+,Total Away Defense Rank of  6-10
Over,Sunday,Home,REG,dome,astroturf,Bill Vinovich,non_div_game,Total of  40-50,61-72  degrees,No Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  21-25,Total Home Defense Rank of  21-25,Total Away Defense Rank of  21-25
Under,Sunday,Home,REG,outdoors,grass,Ed Hochuli,non_div_game,Total of  40-50,61-72  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  6-10,Total Home Defense Rank of  25+,Total Away Defense Rank of  1-5
Under,Sunday,Home,REG,outdoors,grass,Scott Green,non_div_game,Total of  40-50,46-60  degrees,No Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  25+,Total Home Defense Rank of  11-15,Total Away Defense Rank of  25+
Under,Sunday,Home,REG,outdoors,grass,Walt Anderson,non_div_game,Total of  35-39,61-72  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  11-15,Total Home Defense Rank of  25+,Total Away Defense Rank of  16-20
Over,Sunday,Home,REG,outdoors,fieldturf,Mike Carey,non_div_game,Total of  40-50,33-45  degrees,Light Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  11-15,Total Home Defense Rank of  6-10,Total Away Defense Rank of  16-20
Over,Sunday,Home,REG,outdoors,grass,Peter Morelli,non_div_game,Total of  40-50,21-32  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  25+,Total Home Defense Rank of  21-25,Total Away Defense Rank of  21-25
Under,Sunday,Home,REG,outdoors,grass,Tony Corrente,non_div_game,Total of  40-50,46-60  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  11-15,Total Away Offense Rank of  11-15,Total Home Defense Rank of  25+,Total Away Defense Rank of  16-20
Under,Sunday,Home,REG,outdoors,grass,Bill Leavy,div_game,Total of  51-55,46-60  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  21-25,Total Away Offense Rank of  25+,Total Home Defense Rank of  25+,Total Away Defense Rank of  11-15
Over,Sunday,Home,REG,outdoors,fieldturf,Jeff Triplette,div_game,Total of  35-39,46-60  degrees,No Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  6-10,negative_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  11-15,Total Home Defense Rank of  16-20,Total Away Defense Rank of  1-5
Under,Saturday,Home,WC,outdoors,fieldturf,Walt Coleman,div_game,Total of  51-55,33-45  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  1-5,Total Home Defense Rank of  1-5,Total Away Defense Rank of  1-5
Under,Saturday,Home,WC,outdoors,grass,Ed Hochuli,non_div_game,Total of  40-50,46-60  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  1-5,Total Home Defense Rank of  6-10,Total Away Defense Rank of  1-5
Over,Sunday,Home,WC,dome,astroturf,Mike Carey,non_div_game,Total of  Over 55,61-72  degrees,No Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,positive_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  1-5,Total Home Defense Rank of  6-10,Total Away Defense Rank of  6-10
Under,Sunday,Home,WC,outdoors,grass,Walt Anderson,div_game,Total of  51-55,21-32  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,positive_qb_elo,Total Home Offense Rank of  6-10,Total Away Offense Rank of  6-10,Total Home Defense Rank of  1-5,Total Away Defense Rank of  1-5
Over,Saturday,Home,DIV,outdoors,dessograss,Billy Leavy,non_div_game,Total of  35-39,21-32  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  1-5,Total Home Defense Rank of  1-5,Total Away Defense Rank of  1-5
Over,Saturday,Home,DIV,dome,fieldturf,Terry McAulay,non_div_game,Total of  40-50,61-72  degrees,No Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  6-10,Total Home Defense Rank of  1-5,Total Away Defense Rank of  6-10
Under,Sunday,Home,DIV,outdoors,grass,Peter Morelli,non_div_game,Total of  40-50,21-32  degrees,Moderate Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  6-10,Total Home Defense Rank of  1-5,Total Away Defense Rank of  6-10
Under,Sunday,Home,DIV,outdoors,grass,Bill Carollo,non_div_game,Total of  51-55,21-32  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  6-10,Total Home Defense Rank of  1-5,Total Away Defense Rank of  6-10
Under,Sunday,Home,CON,outdoors,grass,Bill Carollo,non_div_game,Total of  35-39,11-20  degrees,Strong Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  1-5,Total Home Defense Rank of  1-5,Total Away Defense Rank of  1-5
Over,Sunday,Home,CON,outdoors,dessograss,Walt Anderson,non_div_game,Total of  35-39,11-20  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  1-5,Total Home Defense Rank of  1-5,Total Away Defense Rank of  1-5
Under,Sunday,Neutral,SB,outdoors,grass,Terry McAulay,non_div_game,Total of  40-50,46-60  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,positive_qb_elo,Total Home Offense Rank of  1-5,Total Away Offense Rank of  1-5,Total Home Defense Rank of  1-5,Total Away Defense Rank of  1-5
Under,Thursday,Home,REG,outdoors,grass,Tony Corrente,non_div_game,Total of  40-50,73-84  degrees,No Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  25+,Total Home Defense Rank of  25+,Total Away Defense Rank of  25+
Under,Sunday,Home,REG,outdoors,astroplay,Ron Winter,non_div_game,Total of  35-39,73-84  degrees,No Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  25+,Total Home Defense Rank of  25+,Total Away Defense Rank of  25+
Under,Sunday,Home,REG,outdoors,grass,Tom White,div_game,Total of  40-50,73-84  degrees,Moderate Wind,Total Team ELO Rank of  6-10,Total QB ELO Rank of  6-10,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  25+,Total Home Defense Rank of  25+,Total Away Defense Rank of  25+
Under,Sunday,Home,REG,outdoors,grass,Scott Green,div_game,Total of  40-50,73-84  degrees,Light Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  1-5,negative_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  25+,Total Home Defense Rank of  25+,Total Away Defense Rank of  25+
Under,Sunday,Home,REG,outdoors,grass,Ed Hochuli,non_div_game,Total of  40-50,73-84  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  25+,Total Home Defense Rank of  25+,Total Away Defense Rank of  25+
Under,Sunday,Home,REG,outdoors,grass,Larry Nemmers,non_div_game,Total of  40-50,73-84  degrees,Light Wind,Total Team ELO Rank of  11+,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  25+,Total Home Defense Rank of  25+,Total Away Defense Rank of  25+
Over,Sunday,Home,REG,outdoors,grass,Bill Leavy,non_div_game,Total of  35-39,Over 84  degrees,No Wind,Total Team ELO Rank of  1-5,Total QB ELO Rank of  11+,positive_qb_elo,Total Home Offense Rank of  25+,Total Away Offense Rank of  25+,Total Home Defense Rank of  25+,Total Away Defense Rank of  25+
